Country,Company
United States of America,Sprint (SoftBank) (Merged Q2 2020)
United States of America,Suddenlink (Altice)
United States of America,T-Mobile (Deutsche Telekom)
United States of America,Time Warner Cable (Merged Q2 2016)
United States of America,US Cellular (TDS)
United States of America,Verizon
United States of America,Verizon Wireless
United States of America,Voicestream (Merged Q2 2001)
United States of America,Western Wireless (Merged Q3 2005)
United States of America,Windstream Communications
United States of America,World Mobile
United States of America,nTelos (Merged Q2 2016)
Uruguay,ANCEL
Uruguay,ANTEL
Uruguay,Abiatar
Uruguay,Antel
Uruguay,Claro (America Movil)
Uruguay,Claro Uruguay
Uruguay,Movistar (Telefonica)
Uruguay,Movistar Uruguay
Uzbekistan,Beeline (VEON)
Uzbekistan,Beeline Uzbekistan
Uzbekistan,Buztel
Uzbekistan,Buztel (Merged Q3 2006)
Uzbekistan,MTS (Sistema) (Closed Q3 2012)
Uzbekistan,Mobiuz
Uzbekistan,Perfectum
Uzbekistan,Perfectum Mobile
Uzbekistan,Skytel (Telecom) (Closed Q2 2005)
Uzbekistan,UCell
Uzbekistan,Ucell (Telia)
Uzbekistan,Uzmacom
Uzbekistan,Uzmacom (Closed Q4 2005)
Uzbekistan,Uztelecom
Uzbekistan,mobiuz
Vanuatu,Digicel (Telstra)
Vanuatu,Digicel Pacific Vanuatu
Vanuatu,Vodafone (ATH)
Vanuatu,Vodafone Vanuatu
Vanuatu,WanTok
Venezuela,Digicel (Merged Q3 2006)
Venezuela,Digicel Venezuela
Venezuela,Digitel
Venezuela,Digitel Venezuela
Venezuela,Infonet
Venezuela,Infonet (Merged Q3 2006)
Venezuela,Movilnet
Venezuela,Movilnet (CANTV)
Venezuela,Movistar (Telefonica)
Venezuela,Movistar Venezuela
Vietnam,Cityphone (Closed Q4 2010)
Vietnam,E-Mobile (EVNTelecom) (Merged Q1 2012)
Vietnam,EVN Telecom
Vietnam,GTEL Mobile
Vietnam,Gmobile (GTEL Mobile)
Vietnam,MobiFone
Vietnam,Mobifone
Vietnam,S-Fone
Vietnam,S-Fone (S-Telecom) (Closed Q1 2014)
Vietnam,SMTC Vietnam
Vietnam,Shoreline (Closed Q3 2001)
Vietnam,VNPT
Vietnam,Vietnamobile
Vietnam,Viettel Telecom
Vietnam,Viettel Vietnam
Vietnam,Vinaphone (VNPT)
Virgin Islands; British,CCT
Virgin Islands; British,Digicel
Virgin Islands; British,Flow (Liberty Latin America)
Virgin Islands; U.S.,Centennial (Merged Q4 2009)
Virgin Islands; U.S.,Innovative Wireless (Merged Q3 2016)
Virgin Islands; U.S.,Liberty
Virgin Islands; U.S.,Sprint (SoftBank) (Merged Q2 2020)
Virgin Islands; U.S.,T-Mobile (Deutsche Telekom)
Virgin Islands; U.S.,Viya (ATN)
Wallis and Futuna Islands,Manuia (SPT)
Yemen,MTN Yemen
Yemen,Sabafon
Yemen,Spacetel Yemen
Yemen,Teleyemen (Closed Q4 2006)
Yemen,Unitel Yemen
Yemen,Y
Yemen,YOU
Yemen,Yemen Mobile
Zambia,Airtel (Airtel Africa)
Zambia,Airtel Zambia
Zambia,MTN
Zambia,MTN Zambia
Zambia,Telecel Zambia
Zambia,Vodafone (Afrimax) (Closed Q4 2019)
Zambia,Zain Zambia
Zambia,Zamtel
Zambia,ZedMobile
Zimbabwe,Econet Wireless
Zimbabwe,Econet Wireless Zimbabwe
Zimbabwe,NetOne
Zimbabwe,NetOne Zimbabwe
Zimbabwe,TelOne
Zimbabwe,Telecel (ZARNet)
Zimbabwe,Telecel Zimbabwe
